"","Pandemic","Diagnosis","Type","Diffdays","Counts"
"5512","Non-pandemic","Pneumonia","Service to Discharge",154,54.3333333333333
"5513","Non-pandemic","Pneumonia","Service to Discharge",155,46.6666666666667
"5514","Non-pandemic","Pneumonia","Service to Discharge",156,52.6666666666667
"5515","Non-pandemic","Pneumonia","Service to Discharge",157,42
"5516","Non-pandemic","Pneumonia","Service to Discharge",158,44.3333333333333
"5517","Non-pandemic","Pneumonia","Service to Discharge",159,38.6666666666667
"5518","Non-pandemic","Pneumonia","Service to Discharge",160,40.3333333333333
"5519","Non-pandemic","Pneumonia","Service to Discharge",161,47
"5520","Non-pandemic","Pneumonia","Service to Discharge",162,47.6666666666667
"5521","Non-pandemic","Pneumonia","Service to Discharge",163,40.6666666666667
"5522","Non-pandemic","Pneumonia","Service to Discharge",164,46.6666666666667
"5523","Non-pandemic","Pneumonia","Service to Discharge",165,44
"5524","Non-pandemic","Pneumonia","Service to Discharge",166,46.3333333333333
"5525","Non-pandemic","Pneumonia","Service to Discharge",167,39.3333333333333
"5526","Non-pandemic","Pneumonia","Service to Discharge",168,51
"5527","Non-pandemic","Pneumonia","Service to Discharge",169,51
"5528","Non-pandemic","Pneumonia","Service to Discharge",170,46
"5529","Non-pandemic","Pneumonia","Service to Discharge",171,36
"5530","Non-pandemic","Pneumonia","Service to Discharge",172,34.3333333333333
"5531","Non-pandemic","Pneumonia","Service to Discharge",173,34
"5532","Non-pandemic","Pneumonia","Service to Discharge",174,46
"5533","Non-pandemic","Pneumonia","Service to Discharge",175,45.3333333333333
"5534","Non-pandemic","Pneumonia","Service to Discharge",176,44
"5535","Non-pandemic","Pneumonia","Service to Discharge",177,35.6666666666667
"5536","Non-pandemic","Pneumonia","Service to Discharge",178,40
"5537","Non-pandemic","Pneumonia","Service to Discharge",179,40.3333333333333
"5538","Non-pandemic","Pneumonia","Service to Discharge",180,35
"5539","Non-pandemic","Pneumonia","Service to Discharge",181,37.3333333333333
"5540","Non-pandemic","Pneumonia","Service to Discharge",182,45.6666666666667
"5541","Non-pandemic","Pneumonia","Service to Discharge",183,44.6666666666667
"5542","Non-pandemic","Pneumonia","Service to Discharge",184,38.3333333333333
"5543","Non-pandemic","Pneumonia","Service to Discharge",185,42
"5544","Non-pandemic","Pneumonia","Service to Discharge",186,37.6666666666667
"5545","Non-pandemic","Pneumonia","Service to Discharge",187,35.3333333333333
"5546","Non-pandemic","Pneumonia","Service to Discharge",188,36.6666666666667
"5547","Non-pandemic","Pneumonia","Service to Discharge",189,37
"5548","Non-pandemic","Pneumonia","Service to Discharge",190,45
"5549","Non-pandemic","Pneumonia","Service to Discharge",191,35
"5550","Non-pandemic","Pneumonia","Service to Discharge",192,38.3333333333333
"5551","Non-pandemic","Pneumonia","Service to Discharge",193,35.3333333333333
"5552","Non-pandemic","Pneumonia","Service to Discharge",194,33.6666666666667
"5553","Non-pandemic","Pneumonia","Service to Discharge",195,32.3333333333333
"5554","Non-pandemic","Pneumonia","Service to Discharge",196,40
"5555","Non-pandemic","Pneumonia","Service to Discharge",197,37.6666666666667
"5556","Non-pandemic","Pneumonia","Service to Discharge",198,32.3333333333333
"5557","Non-pandemic","Pneumonia","Service to Discharge",199,36.6666666666667
"5558","Non-pandemic","Pneumonia","Service to Discharge",200,28.6666666666667
"5559","Non-pandemic","Pneumonia","Service to Discharge",201,31
"5560","Non-pandemic","Pneumonia","Service to Discharge",202,33
"5561","Non-pandemic","Pneumonia","Service to Discharge",203,35.3333333333333
"5562","Non-pandemic","Pneumonia","Service to Discharge",204,32
"5563","Non-pandemic","Pneumonia","Service to Discharge",205,37
"5564","Non-pandemic","Pneumonia","Service to Discharge",206,34.3333333333333
"5565","Non-pandemic","Pneumonia","Service to Discharge",207,30.3333333333333
"5566","Non-pandemic","Pneumonia","Service to Discharge",208,32
"5567","Non-pandemic","Pneumonia","Service to Discharge",209,33
"5568","Non-pandemic","Pneumonia","Service to Discharge",210,39.3333333333333
"5569","Non-pandemic","Pneumonia","Service to Discharge",211,36.6666666666667
"5570","Non-pandemic","Pneumonia","Service to Discharge",212,35
"5571","Non-pandemic","Pneumonia","Service to Discharge",213,26.6666666666667
"5572","Non-pandemic","Pneumonia","Service to Discharge",214,31
"5573","Non-pandemic","Pneumonia","Service to Discharge",215,31.3333333333333
"5574","Non-pandemic","Pneumonia","Service to Discharge",216,32.6666666666667
"5575","Non-pandemic","Pneumonia","Service to Discharge",217,32.3333333333333
"5576","Non-pandemic","Pneumonia","Service to Discharge",218,35
"5577","Non-pandemic","Pneumonia","Service to Discharge",219,27.3333333333333
"5578","Non-pandemic","Pneumonia","Service to Discharge",220,31.6666666666667
"5579","Non-pandemic","Pneumonia","Service to Discharge",221,29.6666666666667
"5580","Non-pandemic","Pneumonia","Service to Discharge",222,30.3333333333333
"5581","Non-pandemic","Pneumonia","Service to Discharge",223,34.6666666666667
"5582","Non-pandemic","Pneumonia","Service to Discharge",224,30.6666666666667
"5583","Non-pandemic","Pneumonia","Service to Discharge",225,32
"5584","Non-pandemic","Pneumonia","Service to Discharge",226,30.3333333333333
"5585","Non-pandemic","Pneumonia","Service to Discharge",227,28.6666666666667
"5586","Non-pandemic","Pneumonia","Service to Discharge",228,25
"5587","Non-pandemic","Pneumonia","Service to Discharge",229,25.6666666666667
"5588","Non-pandemic","Pneumonia","Service to Discharge",230,26.3333333333333
"5589","Non-pandemic","Pneumonia","Service to Discharge",231,33.3333333333333
"5590","Non-pandemic","Pneumonia","Service to Discharge",232,30.6666666666667
"5591","Non-pandemic","Pneumonia","Service to Discharge",233,24.6666666666667
"5592","Non-pandemic","Pneumonia","Service to Discharge",234,24.6666666666667
"5593","Non-pandemic","Pneumonia","Service to Discharge",235,20.6666666666667
"5594","Non-pandemic","Pneumonia","Service to Discharge",236,28
"5595","Non-pandemic","Pneumonia","Service to Discharge",237,28
"5596","Non-pandemic","Pneumonia","Service to Discharge",238,26.3333333333333
"5597","Non-pandemic","Pneumonia","Service to Discharge",239,28.3333333333333
"5598","Non-pandemic","Pneumonia","Service to Discharge",240,30.6666666666667
"5599","Non-pandemic","Pneumonia","Service to Discharge",241,28.6666666666667
"5600","Non-pandemic","Pneumonia","Service to Discharge",242,28.3333333333333
"5601","Non-pandemic","Pneumonia","Service to Discharge",243,23.3333333333333
"5602","Non-pandemic","Pneumonia","Service to Discharge",244,24.6666666666667
"5603","Non-pandemic","Pneumonia","Service to Discharge",245,27.6666666666667
"5604","Non-pandemic","Pneumonia","Service to Discharge",246,27.6666666666667
"5605","Non-pandemic","Pneumonia","Service to Discharge",247,24
"5606","Non-pandemic","Pneumonia","Service to Discharge",248,23
"5607","Non-pandemic","Pneumonia","Service to Discharge",249,28.3333333333333
"5608","Non-pandemic","Pneumonia","Service to Discharge",250,23
"5609","Non-pandemic","Pneumonia","Service to Discharge",251,24
"5610","Non-pandemic","Pneumonia","Service to Discharge",252,26.3333333333333
"5611","Non-pandemic","Pneumonia","Service to Discharge",253,25.6666666666667
"5612","Non-pandemic","Pneumonia","Service to Discharge",254,23
"5613","Non-pandemic","Pneumonia","Service to Discharge",255,21.3333333333333
"5614","Non-pandemic","Pneumonia","Service to Discharge",256,21
"5615","Non-pandemic","Pneumonia","Service to Discharge",257,19
"5616","Non-pandemic","Pneumonia","Service to Discharge",258,24.6666666666667
"5617","Non-pandemic","Pneumonia","Service to Discharge",259,23.6666666666667
"5618","Non-pandemic","Pneumonia","Service to Discharge",260,20.6666666666667
"5619","Non-pandemic","Pneumonia","Service to Discharge",261,27
"5620","Non-pandemic","Pneumonia","Service to Discharge",262,20.6666666666667
"5621","Non-pandemic","Pneumonia","Service to Discharge",263,23
"5622","Non-pandemic","Pneumonia","Service to Discharge",264,25.6666666666667
"5623","Non-pandemic","Pneumonia","Service to Discharge",265,18
"5624","Non-pandemic","Pneumonia","Service to Discharge",266,21
"5625","Non-pandemic","Pneumonia","Service to Discharge",267,27.3333333333333
"5626","Non-pandemic","Pneumonia","Service to Discharge",268,18.6666666666667
"5627","Non-pandemic","Pneumonia","Service to Mortality",2,553.666666666667
"5628","Non-pandemic","Pneumonia","Service to Mortality",3,488.333333333333
"5629","Non-pandemic","Pneumonia","Service to Mortality",4,437.333333333333
"5630","Non-pandemic","Pneumonia","Service to Mortality",5,386
"5631","Non-pandemic","Pneumonia","Service to Mortality",6,321
"5632","Non-pandemic","Pneumonia","Service to Mortality",7,279.666666666667
"5633","Non-pandemic","Pneumonia","Service to Mortality",8,275.333333333333
"5634","Non-pandemic","Pneumonia","Service to Mortality",9,231.333333333333
"5635","Non-pandemic","Pneumonia","Service to Mortality",10,205.333333333333
"5636","Non-pandemic","Pneumonia","Service to Mortality",11,175.666666666667
"5637","Non-pandemic","Pneumonia","Service to Mortality",12,175.666666666667
"5638","Non-pandemic","Pneumonia","Service to Mortality",13,149.666666666667
"5639","Non-pandemic","Pneumonia","Service to Mortality",14,132.666666666667
"5640","Non-pandemic","Pneumonia","Service to Mortality",15,112.666666666667
"5641","Non-pandemic","Pneumonia","Service to Mortality",16,120.666666666667
"5642","Non-pandemic","Pneumonia","Service to Mortality",17,101
"5643","Non-pandemic","Pneumonia","Service to Mortality",18,94.3333333333333
"5644","Non-pandemic","Pneumonia","Service to Mortality",19,92
"5645","Non-pandemic","Pneumonia","Service to Mortality",20,88.3333333333333
"5646","Non-pandemic","Pneumonia","Service to Mortality",21,85.3333333333333
"5647","Non-pandemic","Pneumonia","Service to Mortality",22,79
"5648","Non-pandemic","Pneumonia","Service to Mortality",23,75
"5649","Non-pandemic","Pneumonia","Service to Mortality",24,69.3333333333333
"5650","Non-pandemic","Pneumonia","Service to Mortality",25,61.3333333333333
"5651","Non-pandemic","Pneumonia","Service to Mortality",26,57.6666666666667
"5652","Non-pandemic","Pneumonia","Service to Mortality",27,53.6666666666667
"5653","Non-pandemic","Pneumonia","Service to Mortality",28,46.3333333333333
"5654","Non-pandemic","Pneumonia","Service to Mortality",29,54.3333333333333
"5655","Non-pandemic","Pneumonia","Service to Mortality",30,48.6666666666667
"5656","Non-pandemic","Pneumonia","Service to Mortality",31,44.3333333333333
"5657","Non-pandemic","Pneumonia","Service to Mortality",32,44
"5658","Non-pandemic","Pneumonia","Service to Mortality",33,38
"5659","Non-pandemic","Pneumonia","Service to Mortality",34,40.3333333333333
"5660","Non-pandemic","Pneumonia","Service to Mortality",35,33
"5661","Non-pandemic","Pneumonia","Service to Mortality",36,34
"5662","Non-pandemic","Pneumonia","Service to Mortality",37,35
"5663","Non-pandemic","Pneumonia","Service to Mortality",38,28.3333333333333
"5664","Non-pandemic","Pneumonia","Service to Mortality",39,34.3333333333333
"5665","Non-pandemic","Pneumonia","Service to Mortality",40,29.6666666666667
"5666","Non-pandemic","Pneumonia","Service to Mortality",41,24.6666666666667
"5667","Non-pandemic","Pneumonia","Service to Mortality",42,30
"5668","Non-pandemic","Pneumonia","Service to Mortality",43,32.3333333333333
"5669","Non-pandemic","Pneumonia","Service to Mortality",44,23.3333333333333
"5670","Non-pandemic","Pneumonia","Service to Mortality",45,23.6666666666667
"5671","Non-pandemic","Pneumonia","Service to Mortality",46,21.3333333333333
"5672","Non-pandemic","Pneumonia","Service to Mortality",47,20
"5673","Non-pandemic","Pneumonia","Service to Mortality",48,24.3333333333333
"5674","Non-pandemic","Pneumonia","Service to Mortality",49,25.3333333333333
"5675","Non-pandemic","Pneumonia","Service to Mortality",50,17.6666666666667
"5676","Non-pandemic","Pneumonia","Service to Mortality",51,18.6666666666667
"5677","Non-pandemic","Pneumonia","Service to Mortality",52,15.3333333333333
"5678","Non-pandemic","Pneumonia","Service to Mortality",53,14.6666666666667
"5679","Non-pandemic","Pneumonia","Service to Mortality",54,14.6666666666667
"5680","Non-pandemic","Pneumonia","Service to Mortality",55,15.3333333333333
"5681","Non-pandemic","Pneumonia","Service to Mortality",56,15.3333333333333
"5682","Non-pandemic","Pneumonia","Service to Mortality",57,17.3333333333333
"5683","Non-pandemic","Pneumonia","Service to Mortality",58,15.6666666666667
"5684","Non-pandemic","Pneumonia","Service to Mortality",59,14
"5685","Non-pandemic","Pneumonia","Service to Mortality",60,14
"5686","Non-pandemic","Pneumonia","Service to Mortality",61,15.6666666666667
"5687","Non-pandemic","Pneumonia","Service to Mortality",62,13.3333333333333
"5688","Non-pandemic","Pneumonia","Service to Mortality",63,19.3333333333333
"5689","Non-pandemic","Pneumonia","Service to Mortality",64,10.3333333333333
"5690","Non-pandemic","Pneumonia","Service to Mortality",65,11.6666666666667
"5691","Non-pandemic","Pneumonia","Service to Mortality",66,12
"5692","Non-pandemic","Pneumonia","Service to Mortality",67,15
"5693","Non-pandemic","Pneumonia","Service to Mortality",68,12
"5694","Non-pandemic","Pneumonia","Service to Mortality",69,15
"5695","Non-pandemic","Pneumonia","Service to Mortality",70,9.33333333333333
"5696","Non-pandemic","Pneumonia","Service to Mortality",71,12.6666666666667
"5697","Non-pandemic","Pneumonia","Service to Mortality",72,11.3333333333333
"5698","Non-pandemic","Pneumonia","Service to Mortality",73,13
"5699","Non-pandemic","Pneumonia","Service to Mortality",74,13.3333333333333
"5700","Non-pandemic","Pneumonia","Service to Mortality",75,12
"5701","Non-pandemic","Pneumonia","Service to Mortality",76,7.33333333333333
"5702","Non-pandemic","Pneumonia","Service to Mortality",77,14
"5703","Non-pandemic","Pneumonia","Service to Mortality",78,9.33333333333333
"5704","Non-pandemic","Pneumonia","Service to Mortality",79,10.6666666666667
"5705","Non-pandemic","Pneumonia","Service to Mortality",80,10.6666666666667
"5706","Non-pandemic","Pneumonia","Service to Mortality",81,9.66666666666667
"5707","Non-pandemic","Pneumonia","Service to Mortality",82,NA
"5708","Non-pandemic","Pneumonia","Service to Mortality",83,9.33333333333333
"5709","Non-pandemic","Pneumonia","Service to Mortality",84,9.33333333333333
"5710","Non-pandemic","Pneumonia","Service to Mortality",85,8.66666666666667
"5711","Non-pandemic","Pneumonia","Service to Mortality",86,11
"5712","Non-pandemic","Pneumonia","Service to Mortality",87,8.66666666666667
"5713","Non-pandemic","Pneumonia","Service to Mortality",88,NA
"5714","Non-pandemic","Pneumonia","Service to Mortality",89,11.6666666666667
"5715","Non-pandemic","Pneumonia","Service to Mortality",90,7.33333333333333
"5716","Non-pandemic","Pneumonia","Service to Mortality",91,8
"5717","Non-pandemic","Pneumonia","Service to Mortality",92,9
"5718","Non-pandemic","Pneumonia","Service to Mortality",93,11.3333333333333
"5719","Non-pandemic","Pneumonia","Service to Mortality",94,NA
"5720","Non-pandemic","Pneumonia","Service to Mortality",95,7
"5721","Non-pandemic","Pneumonia","Service to Mortality",96,9
"5722","Non-pandemic","Pneumonia","Service to Mortality",97,NA
